"","p_value","FDR","log2FC","linearFC"
"DHX15",0.0164496645554267,0.0713429012833133,0.026405230390079,1.01847123217326
"RNMT",0.509810077497312,0.685171131029741,0.0179462939335053,1.01251711447563
"ZZEF1",0.733574325758254,0.846169454828125,-0.00546872561490375,0.996216543634007
"ASAP2",0.39524672638556,0.585465920133832,0.044985169857112,1.03167257419779
"TTI1",0.00547285333094858,0.0325271108645484,0.0724200462605076,1.05147900671857
"PLXNB1",0.136620137742372,0.301699732132643,0.154646494587679,1.11314882852691
"RRP8",0.214928161011528,0.403417235620898,-0.0362520162950908,0.975185097039717
"PJA2",0.52851198783233,0.698241757227273,-0.0567600179597196,0.961420840594595
"SIPA1L1",0.00992765873381823,0.0498759724233078,-0.161989497137032,0.893791669163137
"CYB5B",0.110895824642616,0.261844197517367,0.0797264270086693,1.05681762109399
"PRPF4",0.57110508476971,0.732130954535605,-0.00902672735028176,0.993762682716988
"PHGDH",4.15413070058789e-06,0.000274172626238801,0.121062272548585,1.08753533226198
"NDUFS4",0.0963011621164213,0.237817957381048,-0.0403888106495991,0.972392849300304
"PHF1",0.976618538704259,0.990291924266591,0.00307939196058094,1.002136751462
"GPR39",0.365327666419588,0.559650393903385,-0.0829409914413191,0.944131034845638
"DYNC1LI2",0.0836171346304462,0.215331223982244,-0.0389019216559596,0.973395545993237
"PSMD3",0.000129737152366079,0.00248657811466977,0.0486717040972948,1.03431218936607
"RBFOX2",0.00103789410336805,0.0101840274590771,0.16098449215421,1.11804983273811
"PAPSS1",0.103597690711823,0.250322852313422,-0.0438815748734029,0.970041533944384
"ZNHIT1",0.185799864896524,0.368518808489612,-0.261876401313938,0.834002491493195
"ZW10",0.10309203437013,0.249603557870042,0.0298224735071173,1.020886495865
"SPINT1",0.855635267211271,0.923327930756466,0.00874324678488847,1.00607875797417
"SART1",0.00543918404390677,0.0324131567354589,-0.0536522930187537,0.963494079783951
"SPINT2",0.00281464735683436,0.0204211648655429,0.162307191387679,1.11907535909166
"GPAA1",0.818489589594377,0.901490385611526,0.00789764351501887,1.00548924030758
"DAPK3",0.0484502145167991,0.149786828742312,-0.156237887541216,0.897362071467616
"TGFB1I1",0.133311840493713,0.297038960686237,0.213913067953122,1.1598297648819
"SRGAP3",0.786586340576662,0.882564109031999,-0.00702506651125923,0.995142431287463
"ZBTB43",0.668040145257768,0.800636409384436,0.0482284659685206,1.03399446720754
"AP5Z1",0.363977544832959,0.558768003547727,0.0596804258813464,1.04223486784417
"HSPA12A",0.644604602037053,0.78503631890941,0.0364598254564967,1.02559407003344
"CCP110",0.616866053439961,0.766658262145979,-0.0451647201777092,0.969179154271084
"ADCY6",0.733405458875799,0.846169454828125,-0.0556676281315269,0.96214909156509
"CTIF",0.0246231488003131,0.0948756354904719,-0.110440120828287,0.926305432162711
"PPIP5K2",0.0123229606342994,0.0582281234590685,-0.0810558657625542,0.945365508468263
"MAP3K7",0.904960949447869,0.953056287515295,-0.00417099681197719,0.997113060567025
"EEF1E1",0.176093444078636,0.355575807140281,0.024522651585059,1.01714309153071
"LYRM1",0.531491829822696,0.700778014381979,-0.0977267008275398,0.934504359398921
"RIPK2",0.377066601743989,0.569915021928325,-0.0402588873270417,0.972480423039093
"RASA4",0.592058728699857,0.750078308729469,-0.0273479793451035,0.981222363589355
"WDR62",0.484527309427882,0.664216331718223,-0.0411755566127194,0.971862718143788
"HNRNPR",0.273929402372143,0.471568832354568,0.0222374339999476,1.01553322023095
"PRPF3",0.358305807124289,0.554774962967508,0.0145071121897011,1.01010629098235
"TXNL1",6.31142291664178e-06,0.000346662316441586,0.0501404757912702,1.03536573290756
"TPD52L2",0.655895507738606,0.791718117305715,-0.0129987499607473,0.991030421953099
"EMC8",0.213656555423724,0.402246434227687,-0.0704608689575501,0.952333726420182
"ERI3",0.620521977238007,0.768632035979393,-0.0199010944069684,0.986300319111441
"THAP12",0.0641784089799693,0.180928728588381,-0.14875886196968,0.902026134170648
"SYNJ1",0.645788475556725,0.785944786875963,-0.0175691193626069,0.987895866023141
"FIBP",0.902397190184693,0.951364460064989,0.0085388363886274,1.00593622030451
"EIF4G3",0.834435939754818,0.910724934111839,-0.00468979839505757,0.996754557336559
"PPIH",0.243982331035877,0.439909979554443,-0.0200730807548233,0.986182747431771
"SUV39H1",0.625920409485953,0.771581959818202,-0.066780474891349,0.954766283389717
"HTRA2",0.0085280773673053,0.0446823208540503,0.15501740575418,1.11343505146256
"OIP5",0.403043019466237,0.591766069485412,-0.0515953252744517,0.964868791500968
"AKR7A2",0.0335937985317468,0.11709184292326,0.0515686693188897,1.03639119896774
"EPB41L2",0.679478785706856,0.807911431385284,0.0129033742019722,1.00898405396703
"TGOLN2",0.160077686268436,0.33432518527535,0.0945639588624232,1.06774264400584
"RAD51C",0.925464011545169,0.963897709296504,-0.00509121275113422,0.996477259696203
"LAMTOR5",0.00117679602993743,0.0112248236701724,0.248811186120346,1.1882275846346
"B4GAT1",0.225895957094357,0.417226926847262,0.0756928690219318,1.05386704484441
"MED7",0.672654687320209,0.803533201142693,0.0593931989527778,1.04202738940017
"ATP8B1",0.00218719323889566,0.0169962103656975,-0.0659724436768823,0.955301183022179
"FOXO3",0.02184644686068,0.087212513343302,-0.166611979896411,0.890932489169939
"XRCC3",0.920481673788947,0.962220209259004,0.00791679638884446,1.00550258903052
"XRCC2",0.585238983998801,0.744766886183515,1.15055580711574,2.2199940457348
"RNF13",0.318327466895053,0.517416482436765,0.108699184026658,1.0782555814585
"AKAP10",0.0236826779181438,0.0923827626702043,0.129339459935816,1.09379279194642
"DENR",0.404920385791488,0.593564112003858,0.0224695393624579,1.01569661558583
"XPOT",6.0304293273523e-05,0.00154067665949515,0.0975897479487209,1.06998438899407
"DNPH1",0.0296122133835528,0.107470667109089,0.0737149530301195,1.0524231969133
"TIMM44",0.173442801118624,0.351873050162324,0.0181474684702323,1.01265831331401
"TRAPPC3",0.00148639747032143,0.0130382389036555,0.169551849934049,1.12470905759723
"CHMP2A",0.0850992538842079,0.217709375988858,0.0643629573531861,1.04562312798046
"NCK2",0.160268401319749,0.334524064214243,0.0679939049068921,1.04825804683054
"TSPAN6",0.411591125034062,0.59951352117095,0.0321409574575178,1.02252843111753
"PLRG1",0.767104223837985,0.869456256159005,-0.0063508534460901,0.995607598775147
"PRC1",0.000119639260023745,0.00234802806722861,0.134756242028892,1.0979072955331
"RGS10",0.12959903627414,0.291464279435989,0.0424653589206123,1.02987222773849
"ZNF207",0.00318388255780371,0.0223856484991972,0.110370191631684,1.07950519907304
"NDUFB5",0.786780765920124,0.882661245824578,-0.00861746992331192,0.994044628962445
"NDUFB3",0.272887865675482,0.470270434341576,-0.0218353185351603,0.984978870332446
"NDUFA2",0.547524387875172,0.713184719142194,0.0157834932447187,1.01100034758553
"GET3",0.00878657507997693,0.0455699179052796,0.0900040401420767,1.06437316313372
"BUB1",0.828132779277719,0.907287639305067,0.0113972243919314,1.00793124092398
"BUB3",0.000145688533927324,0.00265548989234124,0.100554340644585,1.07218535953014
"PLPP2",0.000534603394500717,0.0064794291080931,0.125790314956483,1.09110528145496
"ACTN4",9.93075783620172e-05,0.00208393133670448,0.107152621411316,1.07710031564019
"GSTZ1",0.28515331887472,0.482596108231953,-0.0406475363704182,0.972218480860509
"BUD23",0.428922593372799,0.615629394415748,-0.0317962700025554,0.978201600309399
"TRIAP1",0.0555000452020116,0.163621170725239,0.24001278144029,1.18100312438506
"HTATSF1",0.936483717669502,0.970887097213986,0.00158372414564667,1.00109835667872
"TRAF3IP2",0.103586251334501,0.250322852313422,0.130067866749924,1.09434517984886
"CYTH3",0.334978000833778,0.533877304542091,-0.114137019120621,0.923934818108854
"PRKAB2",0.564286371012064,0.727033951568441,0.0351656996815581,1.02467450451379
"AP1G1",0.00114729677113782,0.0110075929366845,0.0518646952293338,1.03660387740473
"STX6",0.628592447142405,0.773477760850013,0.0217000242088439,1.0151550004101
"SYNGR1",0.775574883814639,0.875248876053365,0.0143287718045002,1.00998143326391
"SYNGR2",0.497839256001107,0.674855266316236,0.0155367949087051,1.01082748306941
"SGTA",0.00156611494121609,0.0135774202107124,0.266095837985329,1.20254913137841
"LIAS",0.883718183650689,0.94073226001525,-0.0147928884394481,0.989798740529999
"ENSA",0.994199059452836,0.997252576722322,0.000519796219005997,1.00036036019781
"NARS1",0.000571492281176187,0.0068278727432787,0.11845615194753,1.08557255442908
"SPOP",0.545214464864804,0.711460529090433,-0.0823626325311508,0.944509601380657
"MYO1B",0.000143064419966714,0.00263040839264576,0.071303643251234,1.05066565377797
"SSNA1",0.385039957975048,0.575871165217067,0.0568389625395138,1.0401841519179
"SLC25A17",0.966880840320558,0.986584143299691,-0.00134842186821515,0.999065781837603
"NUDT21",0.36259043877392,0.557551192736353,0.0186706822802876,1.01302563481121
"LANCL1",0.880748804653904,0.939037026744079,-0.00232023128507564,0.998393030786451
"STRN",0.125242309215028,0.285272212250427,0.0398192478414039,1.02798502455492
"RRP9",0.0558655620974329,0.16440264660388,-0.050836210303455,0.965376618211699
"SCO2",0.010510206089023,0.0518604160090187,0.090939319774872,1.06506340553624
"CFAP410",0.0328988415687554,0.115584882266381,-0.238895071601773,0.847394064372951
"AKAP8",0.096031934098368,0.237439682374938,-0.0799496334135874,0.946090675553335
"GTPBP6",0.295061351271526,0.493316056957338,-0.0429972478819067,0.970636321375852
"SLC37A4",0.00215258467061315,0.0168420200232294,-0.195440129006091,0.873306432029797
"IDH3B",0.0117474513270779,0.0563547137519375,0.0539311713655621,1.03808974378801
"NRDC",0.000831973653841108,0.00888734189913221,0.0894092119019199,1.06393440879074
"CALU",0.716420233302242,0.83604494358271,0.0125286017776887,1.00872198174913
"ATP9B",0.776174179182074,0.875683689333622,0.0329878570373907,1.02312885816553
"AHCYL1",0.107426171258538,0.256020904362222,0.0389487655316039,1.02736495389144
"KIF1C",0.550222532431025,0.714992252368293,0.010430960564447,1.00725639184391
"PRICKLE3",0.547018858233307,0.713093713886809,0.910480216729589,1.87967106325873
"ORC5",0.251560192757231,0.448372908828728,0.0560066541763469,1.03958423006307
"NDUFS5",0.585988349019659,0.745372808264981,0.01510805984028,1.01052713352258
"PDE6D",0.0661583313162468,0.184670297721036,0.0741208723477627,1.05271935029168
"ORC4",0.24773968697423,0.443946047338974,0.0343492823246656,1.02409480792688
"PEX1",0.842015852458152,0.915147109763282,-0.00542284389432979,0.996248226598613
"RAD21",0.339903862329331,0.538581453882525,0.026900515958463,1.01882093927441
"AKR1B10",0.000409142351872039,0.00548921476675535,0.188719077101576,1.13975131766507
"DHX16",0.104727479277165,0.252121778254434,0.0410781784159973,1.02888246064755
"MED14",0.000330169792677889,0.00469108665868385,0.0751033262835783,1.05343648071322
"PCDH7",0.182385090097605,0.363741258444878,-1.5823355965852,0.33394082997172
"PRPSAP2",0.00166884823152063,0.0140657609956383,0.0828261941488009,1.05909073512191
"SMARCA5",0.0181865294884859,0.0766813793579436,0.0412214742981973,1.02898465961401
"ADCY3",0.0943571859008509,0.23436091332703,-0.109327900694893,0.927019826232698
"KIAA0513",0.60700597035851,0.761455680780816,1.20989292941248,2.31320468539077
"SPAG9",0.514063271925797,0.687658355253469,-0.0108776433747195,0.992488545211187
"ZNF292",0.88615499199556,0.941434148412185,-0.00815735775133319,0.994361705657004
"URB1",0.965945398682669,0.986558984502554,0.0012449747320602,1.0008633231745
"MGRN1",0.149436806193728,0.319736162585483,0.0951145463286878,1.06815021310007
"SIPA1L3",0.00656489610603772,0.0370787506775795,-0.0797715464755058,0.946207468628952
"ZFC3H1",0.653048836933934,0.79013264988927,-0.0198188079834267,0.986356575934999
"LCMT2",0.770150360749616,0.871530773281922,-0.018888286364545,0.986992969732077
"AQR",0.00228723573430751,0.017543333879637,0.0786270859626583,1.05601262737142
"OPA1",0.0217260218734117,0.0869040874936468,0.0375081786344822,1.0263396021905
"MCM3AP",0.418834742825309,0.607002573983058,0.0324313343829274,1.02273426016425
"PIP5K1C",0.796025916846028,0.88685230319801,0.0414025779727236,1.02911383771103
"KIF1B",0.00247817991156854,0.0186583726141912,0.195806567604848,1.1453643205357
"MARCHF6",0.336277723764459,0.535323262261881,0.0495421255925574,1.03493640943815
"KDM1A",0.00540085632274274,0.0322955817020235,0.0571323476197669,1.04039570427951
"TBC1D4",0.822318190430193,0.903821121472025,0.0174583029291675,1.01217468889393
"PHLPP1",0.527759215118463,0.697654888794945,0.0454442333107128,1.0320009031373
"TBC1D12",0.471440371603541,0.652175118526602,-0.126282608999077,0.916189155140411
"FZD6",0.00038533057058436,0.00524403429602965,0.180784559933539,1.13350013266627
"NME2P1",0.0445508805629142,0.141174332846732,-0.21181066191539,0.863452869967743
"FADS1",0.287209835419963,0.484744337611255,-0.064652535807479,0.956175578848284
"PPL",0.311203294142586,0.510587168744483,-0.022837609367695,0.984294808621607
"GSDME",0.00219842153194374,0.017037766872564,0.0963632217266017,1.06907511422047
"EVI5",0.217951958635204,0.407148785544512,0.0735516364290376,1.05230406678087
"MAN1A2",0.00984671182210247,0.0495301103577668,-0.0824600856285151,0.944445802535576
"MPZL2",0.00550015324699,0.0326419537152764,-0.0579627421138831,0.960619671827056
"ACSL4",0.764042252034704,0.867342332003404,0.00882337466306282,1.00613463755551
"SNX3",0.0845862969050516,0.216804886263112,0.0564536400990647,1.03990637126112
"STX10",0.74786867887121,0.855837894228874,0.0261462428531605,1.01828841621137
"OGA",0.963662658084473,0.985580504094392,-0.000524333848758829,0.999636625507569
"ADCY9",0.130350357485304,0.292510920115089,-0.106050062484433,0.929128432312449
"SYNCRIP",0.00181917035005279,0.0150081553879355,0.0758063516655696,1.05394994547048
"TPST1",0.763168166402858,0.866664074681759,-0.0679235911467657,0.954010076045674
"CDC40",0.886333102824522,0.941434148412185,-0.00343370781333263,0.997622765219035
"B4GALT4",0.274319398500765,0.471916309488992,0.112423240429404,1.08104249870292
"NEMF",0.0311029877012982,0.111252994470028,0.0332656693329767,1.02332589574975
"GMDS",0.767902332258593,0.870136781868691,0.00531047877018409,1.00368772637914
"NMT2",0.4800655048789,0.660203517397987,0.113020364729666,1.08149002942411
"CCNT1",0.280094325815386,0.477205208903264,-0.0482930215288278,0.967079888925345
"BUB1B",0.00498973649971638,0.0303162609604149,0.0825797814043483,1.05890985755502
"PLOD3",0.414139773761407,0.602224575064561,0.014757607478181,1.01028169106857
"EIF4E2",0.798308432342096,0.888287724036399,-0.00579234811882756,0.995993099367536
"CCNT2",0.175649081746074,0.354936081440288,0.185937671280854,1.13755608100286
"DIAPH1",0.396628507527012,0.586908894016795,-0.0104842201898592,0.992759233914282
"SELENOF",0.302646728328077,0.500983176504245,-0.0640815310258418,0.956554098821916
"TSPAN3",0.70667742810761,0.828218254565757,0.0665467666037749,1.04720708750839
"EXOC3",0.123268468594735,0.282293435754281,-0.0264036579453801,0.981864836577032
"PDE8A",8.32428930248798e-05,0.00187674886092456,-0.131362815495432,0.912968623647189
"KLHL41",0.289857378203082,0.487873259837827,-1.91506785922169,0.265159462894692
"PLIN3",0.0761954885391786,0.202725578089934,0.0463479009357535,1.03264752485138
"SLC16A7",0.0588138915701014,0.170745969709014,-3.64321278894088,0.080035685674721
"RAD1",0.051872678979983,0.156593878558532,0.140888833107734,1.10258420015022
"MAFK",0.0821712823133501,0.212813219763436,3.74046549298888,13.3657185331564
"PRMT3",0.0463088189654905,0.145207423146963,0.0549532387058989,1.03882543186509
"PEX10",0.832882108141802,0.910297432296008,-0.034060292423657,0.976667711677733
"KPNA6",0.0197383979087544,0.0810532104793005,0.0708522052491176,1.05033693829133
"UGDH",0.305336470011517,0.503805175519004,-0.0190945819473285,0.986851846537479
"TPST2",0.015625654381271,0.068605340910044,0.234267847485691,1.17630962099269
"CTNND1",0.984431733497457,0.994149717046297,0.000220433221933547,1.00015280433968
"ICMT",0.39134811368045,0.581902791126599,0.0412280546917927,1.02898935301027
"MAGEC1",0.0993184491152001,0.242745747629928,-0.138918794641546,0.908199536351043
"EIF1B",0.268208293318971,0.464848935307593,-0.25790867516994,0.836299337281572
"SNX2",0.00358749541783039,0.0241628036065169,0.0317176462110993,1.02222844790821
"DPM1",0.000210936690320458,0.00335299601254127,0.0574637356879641,1.04063471135541
"USO1",0.000732925082753321,0.00818316354331948,-0.0499341458719762,0.965980421643471
"MRPS14",0.0530320613354967,0.158747033639248,-0.0568194413196004,0.96138124131795
"TOM1",0.811641499631027,0.896727440219701,0.0121071042822898,1.00842731678285
"H2BC12",0.00303717415334295,0.0215578779453241,0.191447089929259,1.1419085287521
"PFKFB2",5.42684236239797e-05,0.00142807967504389,-0.1352215291333,0.910530008885286
"CCDC22",0.0844148787004502,0.216703691118094,0.0458050163551569,1.03225901380947
"PQBP1",0.198385408896878,0.384553810140229,-0.0470544366167225,0.967910504436994
"TIMM17B",0.884702978131264,0.940921117988814,0.0116058212627941,1.0080769865581
"PRAF2",0.1281982085739,0.289751764292225,-0.1061639146397,0.929055111827082
"DKC1",0.163295628035633,0.338503399149854,-0.0360837995628778,0.975298809230886
"EIF5B",0.154924668105057,0.327539003816013,0.0197582343051721,1.01378957549832
"TRIM13",0.856043675372864,0.923525104040537,0.0092861543709617,1.00645743160952
"EDF1",0.00157909328328656,0.0136321723949549,0.0867903223693922,1.06200482619614
"KIN",0.576747133543528,0.736824623933848,0.0213401980864738,1.01490183967395
"DIAPH2",0.753444473886812,0.859638864392816,-0.00672236749642607,0.995351248971298
"DNAJA2",0.817392331524148,0.900826668622897,-0.00680946550208716,0.995291159701281
"BRD4",0.112664250485569,0.264879122658402,0.0342496228261311,1.0240240672318
"OPHN1",0.908986567498988,0.955021890339928,0.164712258842915,1.1209424871474
"SMPD2",0.246077770290827,0.44185861565345,-0.0877165263416551,0.941010987626678
"TBL1X",0.0649407850503222,0.182136869380342,-0.136069649216953,0.909994891052965
"B4GALT2",0.408440665729305,0.596693753718071,-0.101911288287694,0.931797724039902
"HUS1",0.533129694869154,0.701743569378796,0.0466684348861701,1.0328769810802
"PFDN1",0.483488322772142,0.663236411928799,-0.0318279920632172,0.978180091793409
"PPP1R11",0.498910427921712,0.675671511188366,-0.0256541373102976,0.982375075494999
"RNASEH1",0.608236325405236,0.762531569717593,-0.0562315090791952,0.961773106679918
"NBN",0.266923960032549,0.463506405454357,-0.0268901420355405,0.981533802587009
"DTNB",0.119058150765595,0.275401895383162,0.107131827337362,1.07708479112421
"RNGTT",0.232965852720529,0.426340013118249,0.0400650121279131,1.02816015756574
"ABCB7",0.438435858542313,0.623485502399703,0.0260764619293283,1.01823916436953
"PLCH2",0.0126046089383547,0.0591491511189766,0.124432569176937,1.09007890605251
"SRGAP2",0.0273226929115016,0.101363970438681,-0.0464665366545471,0.968305009505424
"PLXNA2",0.00901116112867732,0.0463237077117432,0.101099886568754,1.0725908762494
"NOS1AP",0.807896071352573,0.89466961881491,-0.0111787982903095,0.992281390128778
"IGSF3",0.738669750431735,0.850608306955582,-0.0150777085597831,0.989603351510062
"FAM20B",0.00921850464603357,0.0472367320022297,-0.0826476429704641,0.944323027988333
"DENND4B",0.0848424560657806,0.217256151577706,0.236375202423085,1.17802912038381
"EFCAB14",0.671007277269763,0.802971714750071,-0.0202105218582531,0.986088801320488
"WDR1",0.00759189545618328,0.0409340032466666,0.0777337687969073,1.05535894646296
"SLIT1",0.141700097184373,0.309081448655893,0.0333239760762041,1.02336725445986
"SLIT3",0.835745894669008,0.91099419312349,0.0411691473002413,1.02894733869711
"ATP9A",0.974444425870634,0.989313135011198,0.00126976106049881,1.00088051872828
"N4BP1",0.773269376812812,0.873852054658389,-0.0102588520312175,0.992914328227623
"ROCK2",0.868156730174606,0.930633016537574,-0.00324027221612511,0.997756534787459
"CLASP2",0.204272164226969,0.391697139651714,0.0255376120799724,1.01785892076205
"PTCD1",0.809539096008351,0.895548521456116,-0.00663703475892063,0.995410123893857
"CPNE3",0.0943323803125747,0.23436091332703,0.0209236638581629,1.01460885999242
"ZBED4",0.229866632017836,0.422273516595729,-0.183728986769022,0.880424387561931
"DEPDC5",0.0428285632466575,0.137508419619712,-0.144258656756632,0.904844221351102
"ATG13",0.354251640539657,0.550445305900237,-0.0376902577912794,0.974213406727814
"PPFIA3",0.921203209431857,0.962300191717831,0.00968835951009162,1.00673805833379
"HIP1R",0.059109029609975,0.171177741800437,0.0310385713476506,1.02174739940024
"OBSL1",0.29957887840474,0.497919078160924,0.0789220666764887,1.0562285671215
"RNF40",0.687505488427193,0.814058538458805,0.0111154006839378,1.00773436551464
"PHF2",0.742460048901427,0.852095504166214,0.00880951384378292,1.00612497107507
"ZC3H11A",0.0133723221897809,0.0614938362833983,-0.0544229612958418,0.962979531656453
"CLUH",0.187427133921716,0.370508131404668,0.0215872560037838,1.01507565395775
"TSC22D2",0.299282308699551,0.497729407518213,-0.194116164277728,0.874108235306803
"KDM4A",0.175409259742298,0.354544179237087,-0.050207844375505,0.965797179647743
"DNAJC13",0.0391918889982233,0.129605087615483,-0.0231484492858449,0.984082757459781
"PHACTR2",0.229425021801167,0.421746266491634,0.0857623336744116,1.0612483668874
"PPP6R2",0.979407394136237,0.991522775063206,0.00098781683298732,1.00068493691493
"CNOT3",0.802220674574141,0.890220203486748,-0.00780407926197668,0.994605228789251
"ANKRD17",0.0170250466992443,0.0728279549764909,0.0533120998228931,1.03764438705134
"SIN3B",0.669039786390108,0.801203045334598,0.0185935314630132,1.01297146281803
"ATP2C2",0.745387091969987,0.854073320309382,0.0106635983116519,1.0074188272478
"DNAJB6",0.000793606155872273,0.00860879603354322,0.171833693962171,1.12648936544514
"XYLB",0.18159434802336,0.362745458682739,-0.0827496273101005,0.944256276004154
"LRP5",0.893186086610264,0.946256949232155,-0.197597581114787,0.872001437787902
"TMEM127",0.397312986601971,0.586933119557858,-0.121349527383584,0.919327290141993
"COQ9",0.990165152820279,0.996006835137803,-0.000540556604768483,0.999625384899237
"GGCT",0.108649447634319,0.258200487994577,0.0232589753313022,1.01625255210545
"NDUFS7",0.188655500409204,0.371833427759195,-0.027764349751628,0.980939217814784
"NDUFS2",0.0446030634676442,0.141266049310836,0.028758579817751,1.02013393603862
"ZPR1",0.000363987197627746,0.00500650626115205,-0.0843343132260692,0.943219654909972
"USP12",0.40682336489023,0.595287398223071,-0.180232018952708,0.88256104851152
"DUSP11",0.0167160737536141,0.0720785749852102,0.145461087713707,1.1060841031387
"NIPSNAP2",0.000126315672982708,0.00244968594239451,-0.114957114431583,0.923409759609939
"SEMA7A",0.623130305900463,0.769912005580272,-0.0457660393570105,0.968775281962238
"HMMR",0.634027550543772,0.777244079336464,0.0166909287546204,1.01163645304926
"PDCD6",0.0989447192366142,0.242516796116337,0.0880864675615207,1.06295938065042
"TBCA",0.279058789451823,0.476092794011615,-0.0684086187462896,0.95368939604726
"ATP6V1G1",0.732322730204117,0.845942151199263,0.012810652628847,1.00891920895142
"VPS4B",2.70732484466544e-05,0.000873069512564894,0.11669996497201,1.08425189522561
"MPDU1",0.0255546307759334,0.0976170822178588,0.1326745676146,1.09632426004524
"ENTPD6",0.00470626527088485,0.0292897908569746,0.219642593727505,1.16444507675707
"ENTPD3",0.728597198720178,0.843997094738279,0.0393258229241571,1.02763349725345
"ENTPD5",0.787836350816745,0.883361103587374,0.0365819863013588,1.02568091634473
"ZNF217",0.915099611070758,0.959289767772907,-0.00672566177455991,0.995348976169341
"BCAS1",0.00237807808486919,0.0180372484212877,-0.185305709914811,0.879462696302081
"MACROH2A1",0.000157971235136975,0.0027764709196783,0.146046511028572,1.10653302602254
"SH3BGRL",0.0192602923645172,0.0796494354275939,0.113905831369532,1.08215400708413
"FLNB",6.86699264638974e-05,0.00163846844950594,0.0890318332367954,1.0636561423329
"NCOR1",0.399911525941103,0.589282666240905,-0.0225148915903048,0.984515011058177
"VAMP4",0.985963687799798,0.994714844792104,0.00286056050025785,1.00198475647242
"NDUFS6",0.252496126040242,0.449028312801682,0.260424942824367,1.19783147143216
"PEX14",0.0348591802013399,0.120457231111156,-0.0727974113561167,0.950792605716619
"TRIM3",0.117923944323283,0.273904493913515,0.117888039837275,1.08514515606408
"ULK1",0.638016202144293,0.780263687738927,0.0484420724549803,1.03414757252131
"CS",0.00117048022454983,0.0111906660720979,0.109633693521118,1.07895425059577
"SPAG7",0.91014125208433,0.955928645669681,-0.00381447204968666,0.997359501717924
"MRPL33",0.11002298426322,0.260164144238714,0.197218084860936,1.14648548100048
"SEC22B",0.0116202474316163,0.0560174384405949,0.0899136291373317,1.06430646294475
"PRPF40A",0.0509811071850415,0.154586654761904,0.0477556048909911,1.03365561831331
"TACC1",0.472810318701335,0.653517927419647,0.0226626038225852,1.01583254732101
"NME6",0.465492960778507,0.64810758515803,0.0403193297783009,1.02834141716404
"CDC45",0.0304920696717605,0.10969103217305,0.0592807174462102,1.04194614961056
"GIGYF1",0.722028044487528,0.840312502287533,0.0308516922360589,1.02161505619914
"LRCH4",0.17398464380245,0.352448100217635,-0.0730682389992658,0.950614136431518
"MTX2",0.198816324760547,0.385115456056879,-0.0452488254666932,0.969122655347483
"VPS26A",0.0672345609185183,0.186651169117081,0.0247942086470481,1.01733456538967
"PMPCB",0.000172357282572527,0.00295098744889866,0.0919113236592608,1.06578122500636
"SAP30",0.328477421635558,0.527109650718708,0.147764376939701,1.1078513971812
"MED24",0.101897880051297,0.247384233266039,0.0588195326236409,1.04161312500073
"KATNA1",0.491874125125086,0.670246060610007,-0.0212746966400914,0.985361701083184
"ERN1",0.682536498402369,0.810722598392596,0.829031683052801,1.77649260484378
"E2F6",0.753665084235766,0.859770706633052,0.0777272242284841,1.05535415899715
"ZNF324",0.349068218678932,0.546960425362508,-1.26107114229209,0.417234065391136
"ERLIN1",0.0487546111065437,0.150386302594954,0.0384939857533126,1.02704114937353
"TADA2A",0.332373981034513,0.531351736612351,0.142583355202737,1.1038800048114
"SUPT3H",0.990787248382581,0.996073865010714,-0.00154514551227258,0.99892956007461
"GPC4",0.0981981301351166,0.241337386494233,2.44610329418543,5.44942229273193
"NDUFS3",0.0163188101773489,0.0709953144695149,-0.039559883110293,0.972951716418405
"SRSF10",0.000876955271742022,0.00913104573019937,0.219980667734443,1.16471797902025
"GMNN",0.0136578523075332,0.0624446163602524,0.0921134815746782,1.06593057826588
"CLN5",0.276751752570149,0.473907850001477,0.052676885920274,1.03718761619006
"TNFRSF21",0.0597831149390473,0.172458587473092,-0.0866859752517364,0.94168341410289
"TADA3",0.92598848061176,0.964158998133161,0.0074102097531128,1.00514957973941
"TAF5L",0.738502817263749,0.850608306955582,0.0187012041259109,1.0130470667412
"EED",0.690254614677884,0.815275475035907,0.0115080430157093,1.00800866674155
"SF3B1",0.281784554312897,0.478747102448983,0.0170094909682916,1.01185985766465
"CSDE1",1.74378964843455e-08,6.20485847077756e-06,0.134660697345051,1.09783458735224
"WBP4",0.00634932738160108,0.0362616156950616,-0.171802588746438,0.887732801924724
"STX11",0.588431979505742,0.747087700942444,0.920075771821301,1.8922146718942
"SKAP2",0.119130600756068,0.27549161813723,-0.119547140628057,0.920476541207916
"PRKRA",0.188076855421493,0.371284884403262,-0.0364495590858951,0.975051577763658
"MTRF1",0.298662994570733,0.497305787907809,-0.191896374828778,0.875454209119064
"CRCP",0.777961104111096,0.876728245952265,0.568382529593203,1.48286013702252
"RPS6KA5",0.808443006466758,0.89494083118138,0.0151621669913773,1.01056503326443
"MED6",0.54130064722194,0.708460658382274,0.0322948712255595,1.02263752527444
"MYCBP2",0.00105108544413884,0.0102772798982465,-0.0700307817680148,0.952617672494741
"GCAT",0.195199294818217,0.380450352177254,-0.135185227016317,0.910552920576137
"NPM3",0.645746575693869,0.785944786875963,0.0240207785336892,1.01678931757806
"LYPLA1",0.0653840552134566,0.183066407070451,-0.0318748633787855,0.978148312490304
